#,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,SEASON
36.0,Bojan Bogdanovic,UTA,69.0,30.9,18.1,6.1,13.4,45.5,2.6,6.8,38.7,3.2,3.8,85.8,0.8,3.4,4.3,1.7,0.5,0.0,1.7,15.0,2021-22
37.0,Christian Wood,HOU,68.0,30.8,17.9,6.5,12.9,50.1,1.9,4.9,39.0,3.0,4.9,62.3,1.6,8.5,10.1,2.3,0.8,1.0,1.9,21.9,2021-22
38.0,Jonas Valanciunas,NOP,74.0,30.3,17.8,6.9,12.7,54.4,0.8,2.1,36.1,3.2,3.9,82.0,3.1,8.3,11.4,2.6,0.6,0.8,2.4,24.2,2021-22
39.0,Nikola Vucevic,CHI,73.0,33.1,17.6,7.5,15.8,47.3,1.4,4.5,31.4,1.3,1.7,76.0,1.9,9.1,11.0,3.2,1.0,1.0,1.9,23.2,2021-22
40.0,Tyrese Maxey,PHI,75.0,35.3,17.5,6.4,13.3,48.5,1.8,4.1,42.7,2.8,3.3,86.6,0.3,2.9,3.2,4.3,0.7,0.4,1.2,17.7,2021-22
41.0,Cade Cunningham,DET,64.0,32.6,17.4,6.7,16.1,41.6,1.8,5.7,31.4,2.2,2.6,84.5,0.9,4.6,5.5,5.6,1.2,0.7,3.7,16.9,2021-22
42.0,Jalen Green,HOU,67.0,31.9,17.3,6.1,14.2,42.6,2.3,6.8,34.3,2.8,3.5,79.7,0.5,2.9,3.4,2.6,0.7,0.3,2.0,13.3,2021-22
43.0,Tobias Harris,PHI,73.0,34.8,17.2,6.8,14.0,48.2,1.4,3.8,36.7,2.3,2.8,84.2,1.1,5.7,6.8,3.5,0.6,0.6,1.6,19.4,2021-22
44.0,Andrew Wiggins,GSW,73.0,31.9,17.2,6.5,14.0,46.6,2.2,5.5,39.3,2.0,3.2,63.4,1.2,3.3,4.5,2.2,1.0,0.7,1.5,15.5,2021-22
45.0,Deandre Ayton,PHX,58.0,29.5,17.2,7.6,12.0,63.4,0.1,0.3,36.8,1.8,2.4,74.6,2.6,7.7,10.2,1.4,0.7,0.7,1.6,23.7,2021-22
46.0,Kyle Kuzma,WAS,66.0,33.4,17.1,6.4,14.2,45.2,1.9,5.7,34.1,2.4,3.3,71.2,1.1,7.4,8.5,3.5,0.6,0.9,2.6,19.4,2021-22
47.0,Keldon Johnson,SAS,75.0,31.9,17.0,6.3,13.5,46.6,2.1,5.3,39.8,2.4,3.1,75.6,1.1,5.0,6.1,2.1,0.8,0.2,1.2,17.0,2021-22
48.0,Caris LeVert,CLE,58.0,30.7,17.0,6.5,14.7,44.4,1.4,4.4,32.0,2.5,3.3,75.6,0.7,2.9,3.7,4.3,0.9,0.4,1.9,15.4,2021-22
49.0,Reggie Jackson,LAC,75.0,31.2,16.8,6.4,16.3,39.2,2.2,6.8,32.6,1.8,2.2,84.7,0.5,3.1,3.6,4.8,0.7,0.2,2.3,13.6,2021-22
50.0,Harrison Barnes,SAC,77.0,33.6,16.4,5.1,10.8,46.9,1.8,4.7,39.4,4.4,5.4,82.6,1.1,4.5,5.6,2.4,0.7,0.2,1.5,17.1,2021-22
51.0,Cole Anthony,ORL,65.0,31.7,16.3,5.5,14.0,39.1,2.0,6.0,33.8,3.3,3.9,85.4,0.5,4.9,5.4,5.7,0.7,0.3,2.6,16.6,2021-22
52.0,Jaren Jackson Jr.,MEM,78.0,27.3,16.3,5.5,13.3,41.5,1.6,5.1,31.9,3.6,4.4,82.3,1.5,4.3,5.8,1.1,0.9,2.3,1.7,16.2,2021-22
53.0,Jalen Brunson,DAL,79.0,31.9,16.3,6.4,12.8,50.2,1.2,3.2,37.3,2.3,2.7,84.0,0.5,3.4,3.9,4.8,0.8,0.0,1.6,17.5,2021-22
54.0,Saddiq Bey,DET,82.0,33.0,16.1,5.5,13.9,39.6,2.6,7.4,34.6,2.6,3.1,82.7,1.3,4.1,5.4,2.8,0.9,0.2,1.2,15.3,2021-22
55.0,Jordan Clarkson,UTA,79.0,27.1,16.0,5.9,14.1,41.9,2.4,7.6,31.8,1.8,2.2,82.8,0.8,2.6,3.5,2.5,0.8,0.2,1.6,12.8,2021-22
56.0,Buddy Hield,IND,81.0,30.9,15.6,5.5,13.6,40.6,3.2,8.8,36.6,1.4,1.6,87.4,0.8,3.5,4.4,2.8,0.9,0.3,1.9,13.9,2021-22
57.0,Rudy Gobert,UTA,66.0,32.1,15.6,5.5,7.7,71.3,0.0,0.1,0.0,4.6,6.7,69.0,3.7,11.0,14.7,1.1,0.7,2.1,1.8,28.0,2021-22
58.0,Kevin Porter Jr.,HOU,61.0,31.3,15.6,5.5,13.2,41.5,2.5,6.8,37.5,2.0,3.2,64.2,0.7,3.7,4.4,6.2,1.1,0.4,3.1,15.6,2021-22
59.0,Tyrese Haliburton,IND,77.0,35.0,15.3,5.6,11.8,47.3,2.1,5.1,41.4,2.1,2.5,84.2,0.8,3.2,4.0,8.2,1.7,0.6,2.6,20.7,2021-22
60.0,Scottie Barnes,TOR,74.0,35.4,15.3,6.2,12.6,49.2,0.8,2.6,30.1,2.1,2.9,73.5,2.6,4.9,7.5,3.5,1.1,0.7,1.8,19.1,2021-22
61.0,Franz Wagner,ORL,79.0,30.7,15.2,5.8,12.3,46.8,1.2,3.4,35.4,2.4,2.8,86.3,1.1,3.4,4.5,2.9,0.9,0.4,1.5,15.4,2021-22
62.0,Bogdan Bogdanovic,ATL,63.0,29.3,15.1,5.4,12.6,43.1,2.7,7.3,36.8,1.5,1.8,84.3,0.5,3.5,4.0,3.1,1.1,0.2,1.1,14.9,2021-22
63.0,Wendell Carter Jr.,ORL,62.0,29.9,15.0,5.8,11.0,52.5,1.1,3.5,32.7,2.3,3.3,69.1,2.2,8.2,10.5,2.8,0.6,0.7,1.9,21.3,2021-22
64.0,Aaron Gordon,DEN,75.0,31.7,15.0,5.8,11.1,52.0,1.2,3.5,33.5,2.3,3.1,74.3,1.7,4.2,5.9,2.5,0.6,0.6,1.8,16.7,2021-22
65.0,Seth Curry,BKN,64.0,33.3,15.0,5.6,11.5,48.7,2.5,5.8,42.2,1.3,1.5,87.2,0.3,2.8,3.1,3.6,0.8,0.2,1.7,15.0,2021-22
66.0,Evan Mobley,CLE,69.0,33.8,15.0,6.1,12.0,50.8,0.3,1.3,25.0,2.4,3.7,66.3,2.1,6.2,8.3,2.5,0.8,1.7,1.9,19.2,2021-22
67.0,Kelly Oubre Jr.,CHA,76.0,26.3,15.0,5.4,12.3,44.0,2.5,7.3,34.5,1.7,2.5,66.7,1.0,2.9,4.0,1.1,1.0,0.4,0.9,12.9,2021-22
68.0,Lauri Markkanen,CLE,61.0,30.8,14.8,5.1,11.5,44.5,2.2,6.2,35.8,2.3,2.6,86.8,1.0,4.7,5.7,1.3,0.7,0.5,0.9,15.3,2021-22
69.0,Chris Paul,PHX,65.0,32.9,14.7,5.6,11.3,49.3,1.0,3.1,31.7,2.6,3.1,83.7,0.3,4.0,4.4,10.8,1.9,0.3,2.4,23.5,2021-22
70.0,Will Barton,DEN,71.0,32.1,14.7,5.5,12.6,43.8,2.2,6.1,36.5,1.4,1.8,80.3,0.6,4.2,4.8,3.9,0.8,0.4,1.8,15.3,2021-22
71.0,Bobby Portis,MIL,72.0,28.2,14.6,5.8,12.1,47.9,1.8,4.7,39.3,1.2,1.6,75.2,2.5,6.6,9.1,1.2,0.7,0.7,1.3,18.4,2021-22
72.0,Mikal Bridges,PHX,82.0,34.8,14.2,5.6,10.5,53.4,1.4,3.8,36.9,1.6,1.9,83.4,0.9,3.3,4.2,2.3,1.2,0.4,0.8,16.2,2021-22
73.0,Evan Fournier,NYK,80.0,29.5,14.1,5.0,12.1,41.7,3.0,7.7,38.9,1.0,1.4,70.8,0.4,2.2,2.6,2.1,1.0,0.3,1.3,11.3,2021-22
74.0,Malik Monk,LAL,76.0,28.1,13.8,5.1,10.9,47.3,2.3,5.8,39.1,1.2,1.5,79.5,0.5,2.9,3.4,2.9,0.8,0.4,1.6,13.6,2021-22
75.0,Spencer Dinwiddie,DAL,67.0,29.6,13.7,4.6,11.0,41.6,1.7,4.9,33.9,2.9,3.8,77.4,0.7,3.5,4.2,5.2,0.7,0.2,1.6,15.1,2021-22
76.0,Mike Conley,UTA,72.0,28.6,13.7,4.8,11.0,43.5,2.3,5.8,40.8,1.8,2.3,79.6,0.7,2.4,3.0,5.3,1.3,0.3,1.7,15.3,2021-22
77.0,Kevin Love,CLE,74.0,22.5,13.6,4.4,10.3,43.0,2.5,6.4,39.2,2.2,2.7,83.8,1.2,6.1,7.2,2.2,0.4,0.2,1.3,16.0,2021-22
78.0,Dennis Schroder,HOU,64.0,28.7,13.5,4.9,11.3,43.1,1.3,3.9,34.4,2.5,2.9,85.3,0.5,2.8,3.3,4.6,0.8,0.1,2.2,13.4,2021-22
79.0,Jakob Poeltl,SAS,68.0,29.0,13.5,6.0,9.8,61.8,0.0,0.0,100.0,1.4,2.8,49.5,3.9,5.5,9.3,2.8,0.7,1.7,1.6,21.2,2021-22
80.0,Kyle Lowry,MIA,63.0,33.9,13.4,4.4,10.0,44.0,2.3,6.1,37.7,2.3,2.8,85.1,0.5,4.0,4.5,7.5,1.1,0.3,2.7,18.1,2021-22
81.0,Carmelo Anthony,LAL,69.0,26.0,13.3,4.6,10.5,44.1,2.2,5.8,37.5,1.9,2.3,83.0,0.9,3.3,4.2,1.0,0.7,0.8,0.9,12.8,2021-22
82.0,Derrick White,BOS,75.0,29.3,13.2,4.5,10.7,42.1,1.5,4.9,31.2,2.7,3.1,86.4,0.5,3.0,3.5,4.9,0.9,0.8,1.6,15.0,2021-22
83.0,Kentavious Caldwell-Pope,WAS,77.0,30.2,13.2,4.7,10.8,43.5,2.1,5.3,39.0,1.8,2.0,89.0,0.5,2.9,3.4,1.9,1.1,0.3,1.3,12.4,2021-22
84.0,Montrezl Harrell,CHA,71.0,23.1,13.1,5.0,7.8,64.5,0.1,0.2,23.5,3.0,4.2,71.6,2.1,4.0,6.1,2.0,0.4,0.6,1.0,17.3,2021-22
85.0,Coby White,CHI,61.0,27.5,12.7,4.6,10.6,43.3,2.2,5.8,38.5,1.3,1.5,85.7,0.3,2.7,3.0,2.9,0.5,0.2,1.1,11.8,2021-22
86.0,Monte Morris,DEN,75.0,29.9,12.6,5.0,10.3,48.4,1.7,4.2,39.5,1.0,1.1,86.9,0.4,2.7,3.0,4.4,0.7,0.2,1.0,14.5,2021-22
87.0,Cameron Johnson,PHX,66.0,26.2,12.5,4.2,9.2,46.0,2.5,5.9,42.5,1.5,1.7,86.0,0.6,3.5,4.1,1.5,0.9,0.2,0.7,13.3,2021-22
88.0,Devin Vassell,SAS,71.0,27.3,12.3,4.6,10.8,42.7,1.9,5.4,36.1,1.2,1.4,83.8,0.6,3.7,4.3,1.9,1.1,0.6,0.8,12.9,2021-22
89.0,Lonnie Walker IV,SAS,70.0,23.0,12.1,4.4,10.9,40.7,1.6,5.0,31.4,1.7,2.1,78.4,0.3,2.3,2.6,2.2,0.6,0.3,1.0,9.8,2021-22
90.0,Marcus Smart,BOS,71.0,32.3,12.1,4.2,10.1,41.8,1.7,5.1,33.1,2.0,2.5,79.3,0.6,3.2,3.8,5.9,1.7,0.3,2.2,15.1,2021-22
91.0,Malik Beasley,MIN,79.0,25.0,12.1,4.2,10.8,39.1,3.0,8.1,37.7,0.6,0.8,81.7,0.3,2.5,2.9,1.5,0.5,0.2,0.5,9.9,2021-22
92.0,Kevin Huerter,ATL,74.0,29.6,12.1,4.7,10.3,45.4,2.2,5.6,38.9,0.6,0.7,80.8,0.4,3.0,3.4,2.7,0.7,0.4,1.2,12.4,2021-22
93.0,Luke Kennard,LAC,70.0,27.4,11.9,4.1,9.1,44.9,2.7,6.0,44.9,1.0,1.1,89.6,0.3,3.0,3.3,2.1,0.6,0.1,0.9,11.9,2021-22
94.0,Devonte' Graham,NOP,76.0,28.4,11.9,3.9,10.7,36.3,2.5,7.4,34.1,1.6,1.8,84.3,0.5,1.8,2.3,4.2,0.9,0.2,1.4,10.9,2021-22
95.0,Jae'Sean Tate,HOU,78.0,26.4,11.8,4.7,9.3,49.8,0.8,2.6,31.2,1.7,2.4,70.7,1.7,3.7,5.4,2.8,0.9,0.5,1.8,14.3,2021-22
96.0,Danilo Gallinari,ATL,66.0,25.3,11.7,3.9,9.0,43.4,1.7,4.5,38.1,2.1,2.4,90.4,0.5,4.1,4.7,1.5,0.4,0.2,0.6,12.6,2021-22
97.0,Alec Burks,NYK,81.0,28.6,11.7,3.5,9.0,39.1,1.9,4.8,40.4,2.7,3.3,82.2,0.6,4.3,4.9,3.0,1.0,0.3,1.1,13.7,2021-22
98.0,Davion Mitchell,SAC,75.0,27.7,11.5,4.7,11.2,41.8,1.3,4.3,31.6,0.7,1.1,65.9,0.4,1.8,2.2,4.2,0.7,0.3,1.5,10.5,2021-22
99.0,Patty Mills,BKN,81.0,29.0,11.4,4.0,9.8,40.8,2.8,7.0,40.0,0.6,0.7,81.4,0.2,1.7,1.9,2.3,0.6,0.2,0.9,9.6,2021-22
100.0,Immanuel Quickley,NYK,78.0,23.1,11.3,3.6,9.3,39.2,1.8,5.1,34.6,2.3,2.6,88.1,0.4,2.8,3.2,3.5,0.7,0.0,1.3,11.5,2021-22
101.0,Gary Harris,ORL,61.0,28.4,11.1,3.9,9.1,43.4,1.9,5.0,38.4,1.4,1.6,87.4,0.6,1.4,2.0,1.8,1.0,0.1,1.0,9.7,2021-22
102.0,Grayson Allen,MIL,66.0,27.3,11.1,3.9,8.6,44.8,2.4,5.9,40.9,1.0,1.1,86.5,0.5,2.9,3.4,1.5,0.7,0.3,0.7,11.4,2021-22
103.0,Clint Capela,ATL,74.0,27.6,11.1,5.0,8.2,61.3,0.0,0.0,0.0,1.1,2.3,47.3,3.8,8.1,11.9,1.2,0.7,1.3,0.6,21.2,2021-22
104.0,Dorian Finney-Smith,DAL,80.0,33.1,11.0,4.1,8.7,47.1,2.2,5.4,39.5,0.7,1.0,67.5,1.5,3.2,4.7,1.9,1.1,0.5,1.0,13.2,2021-22
105.0,Hamidou Diallo,DET,58.0,21.9,11.0,4.5,9.1,49.6,0.4,1.6,24.7,1.6,2.4,65.0,1.2,3.6,4.8,1.3,1.2,0.3,1.0,12.1,2021-22
106.0,Duncan Robinson,MIA,79.0,25.9,10.9,3.7,9.2,39.9,2.9,7.9,37.2,0.6,0.8,83.6,0.3,2.3,2.6,1.6,0.5,0.2,0.8,9.4,2021-22
107.0,De'Anthony Melton,MEM,73.0,22.7,10.8,3.8,9.5,40.4,1.9,5.1,37.4,1.2,1.6,75.0,0.9,3.6,4.5,2.7,1.4,0.5,1.5,12.3,2021-22
108.0,Darius Bazley,OKC,69.0,27.9,10.8,4.0,9.4,42.2,1.2,3.9,29.7,1.7,2.5,68.8,1.0,5.3,6.3,1.4,0.8,1.0,1.3,12.9,2021-22
109.0,Cameron Payne,PHX,58.0,22.0,10.8,4.1,10.1,40.9,1.2,3.6,33.6,1.3,1.5,84.3,0.4,2.6,3.0,4.9,0.7,0.3,1.8,11.7,2021-22
110.0,Terance Mann,LAC,81.0,28.6,10.8,4.1,8.5,48.4,0.9,2.6,36.5,1.6,2.0,78.0,1.3,4.0,5.2,2.6,0.7,0.3,1.0,13.7,2021-22
111.0,Cedi Osman,CLE,66.0,22.2,10.7,3.7,8.7,43.2,1.9,5.4,35.7,1.3,2.0,66.4,0.4,1.8,2.2,2.0,0.8,0.2,1.0,9.3,2021-22
112.0,Mo Bamba,ORL,71.0,25.7,10.6,4.2,8.7,48.0,1.5,4.0,38.1,0.8,1.0,78.1,2.1,6.0,8.1,1.2,0.5,1.7,1.1,16.3,2021-22
113.0,Nickeil Alexander-Walker,UTA,65.0,22.6,10.6,3.9,10.5,37.2,1.6,5.2,31.1,1.2,1.7,74.3,0.6,2.3,2.9,2.4,0.7,0.4,1.4,8.6,2021-22
114.0,Max Strus,MIA,68.0,23.3,10.6,3.7,8.3,44.1,2.7,6.5,41.0,0.6,0.8,79.2,0.4,2.6,3.0,1.4,0.4,0.2,0.8,9.9,2021-22
115.0,Trey Lyles,SAC,75.0,20.5,10.5,3.5,7.5,46.6,0.9,2.8,32.1,2.6,3.2,80.2,1.2,3.9,5.1,1.2,0.4,0.4,1.0,11.9,2021-22
116.0,Tre Mann,OKC,60.0,22.8,10.4,3.9,9.8,39.3,1.6,4.5,36.0,1.1,1.4,79.3,0.4,2.4,2.9,1.5,0.8,0.2,1.2,8.4,2021-22
117.0,Brandon Clarke,MEM,64.0,19.5,10.4,4.5,7.0,64.4,0.1,0.3,22.7,1.3,2.0,65.4,2.1,3.2,5.3,1.3,0.6,1.1,0.5,15.0,2021-22
118.0,Ivica Zubac,LAC,76.0,24.4,10.3,4.1,6.5,62.6,0.0,0.0,0.0,2.2,3.0,72.7,2.9,5.6,8.5,1.6,0.5,1.0,1.5,17.1,2021-22
119.0,Jeff Green,DEN,75.0,24.7,10.3,3.7,7.1,52.4,0.7,2.2,31.5,2.2,2.6,83.3,0.5,2.5,3.1,1.3,0.4,0.4,0.9,10.6,2021-22
120.0,P.J. Washington,CHA,65.0,27.2,10.3,3.8,8.2,47.0,1.7,4.6,36.5,0.9,1.2,71.6,1.3,3.9,5.2,2.3,0.9,0.9,1.3,13.6,2021-22
121.0,Josh Richardson,SAS,65.0,24.6,10.2,3.6,8.2,43.8,1.6,3.8,41.5,1.5,1.7,88.9,0.6,2.2,2.8,1.8,0.9,0.4,1.0,10.4,2021-22
122.0,Ben McLemore,POR,64.0,20.1,10.2,3.4,8.4,40.1,2.4,6.5,36.2,1.1,1.4,81.8,0.2,1.4,1.6,0.9,0.6,0.2,0.9,7.4,2021-22
123.0,Al Horford,BOS,69.0,29.1,10.2,3.9,8.2,46.7,1.3,3.8,33.6,1.2,1.4,84.2,1.6,6.1,7.7,3.4,0.7,1.3,0.9,17.7,2021-22
124.0,Justin Holiday,SAC,74.0,27.8,10.1,3.5,8.9,39.4,2.4,6.5,36.7,0.7,0.8,80.6,0.4,2.2,2.6,1.7,0.8,0.4,0.9,9.1,2021-22
125.0,Bones Hyland,DEN,69.0,19.0,10.1,3.3,8.3,40.3,1.9,5.2,36.6,1.6,1.8,85.6,0.2,2.5,2.7,2.8,0.6,0.3,1.2,10.0,2021-22
126.0,Garrison Mathews,HOU,65.0,26.3,10.0,2.8,7.1,39.9,2.1,5.9,36.0,2.2,2.8,79.4,0.5,2.4,2.9,1.0,0.9,0.4,0.6,9.7,2021-22
127.0,Terrence Ross,ORL,63.0,23.0,10.0,3.5,8.8,39.7,1.2,4.2,29.2,1.8,2.1,86.2,0.3,2.2,2.6,1.8,0.4,0.2,1.2,8.2,2021-22
128.0,Robert Williams III,BOS,61.0,29.6,10.0,4.4,6.0,73.6,0.0,0.0,0.0,1.1,1.5,72.2,3.9,5.7,9.6,2.0,0.9,2.2,1.0,21.7,2021-22
129.0,Talen Horton-Tucker,LAL,60.0,25.2,10.0,3.7,9.0,41.6,0.8,3.0,26.9,1.7,2.1,80.0,0.6,2.6,3.2,2.7,1.0,0.5,1.4,10.3,2021-22
130.0,Pat Connaughton,MIL,65.0,26.0,9.9,3.5,7.6,45.8,2.2,5.7,39.5,0.7,0.8,83.3,0.7,3.5,4.2,1.3,0.9,0.2,0.5,11.7,2021-22
131.0,Alperen Sengun,HOU,72.0,20.7,9.6,3.5,7.3,47.4,0.4,1.6,24.8,2.3,3.2,71.1,1.9,3.5,5.5,2.6,0.8,0.9,2.0,12.6,2021-22
132.0,Herbert Jones,NOP,78.0,29.9,9.5,3.5,7.4,47.6,0.7,2.2,33.7,1.8,2.1,84.0,1.3,2.5,3.8,2.1,1.7,0.8,1.3,12.4,2021-22
133.0,Jae Crowder,PHX,67.0,28.1,9.4,3.2,8.1,39.9,1.9,5.4,34.8,1.1,1.3,78.9,0.4,4.8,5.3,1.9,1.4,0.4,0.8,12.4,2021-22
134.0,Chris Boucher,TOR,80.0,21.1,9.4,3.4,7.2,46.4,0.9,2.9,29.7,1.9,2.4,77.7,2.2,3.9,6.2,0.3,0.6,0.9,0.5,12.5,2021-22
135.0,Daniel Gafford,WAS,72.0,20.1,9.4,4.0,5.7,69.3,0.0,0.0,0.0,1.5,2.1,69.9,2.2,3.5,5.7,0.9,0.4,1.4,0.9,14.5,2021-22
136.0,Jaxson Hayes,NOP,70.0,20.0,9.3,3.5,5.7,61.6,0.3,0.8,35.1,2.1,2.7,76.6,1.6,2.9,4.5,0.6,0.5,0.8,0.8,12.1,2021-22
137.0,Jonathan Kuminga,GSW,70.0,16.9,9.3,3.4,6.6,51.3,0.7,2.1,33.6,1.9,2.7,68.4,0.8,2.6,3.3,0.9,0.4,0.3,1.1,9.2,2021-22
138.0,Jaden McDaniels,MIN,70.0,25.8,9.2,3.6,7.9,46.0,1.1,3.6,31.7,0.8,1.0,80.3,1.1,3.1,4.2,1.1,0.7,0.8,1.1,10.5,2021-22
139.0,Georges Niang,PHI,76.0,22.8,9.2,3.2,7.4,43.7,2.1,5.1,40.3,0.7,0.8,88.1,0.3,2.3,2.7,1.3,0.4,0.2,0.8,8.8,2021-22
140.0,Patrick Beverley,MIN,58.0,25.4,9.2,3.1,7.5,40.6,1.4,4.2,34.3,1.7,2.3,72.2,1.1,3.1,4.1,4.6,1.2,0.9,1.3,13.6,2021-22
141.0,JaVale McGee,PHX,74.0,15.8,9.2,3.9,6.2,62.9,0.0,0.1,22.2,1.4,2.0,69.9,2.2,4.5,6.7,0.6,0.3,1.1,1.3,13.6,2021-22
142.0,Caleb Martin,MIA,60.0,22.9,9.2,3.5,6.8,50.7,1.1,2.6,41.3,1.2,1.6,76.3,1.2,2.7,3.8,1.1,1.0,0.5,0.9,11.0,2021-22
143.0,Oshae Brissett,IND,67.0,23.3,9.1,3.1,7.6,41.1,1.2,3.5,35.0,1.7,2.4,69.5,1.6,3.7,5.3,1.1,0.7,0.4,0.8,10.7,2021-22
144.0,Precious Achiuwa,TOR,73.0,23.6,9.1,3.6,8.3,43.9,0.8,2.1,35.9,1.1,1.8,59.5,2.0,4.5,6.5,1.1,0.5,0.6,1.2,11.3,2021-22
145.0,Obi Toppin,NYK,72.0,17.1,9.0,3.5,6.6,53.1,0.7,2.3,30.8,1.3,1.7,75.8,1.0,2.8,3.7,1.1,0.3,0.5,0.8,10.3,2021-22
146.0,Bruce Brown,BKN,72.0,24.6,9.0,3.6,7.0,50.6,0.5,1.3,40.4,1.3,1.8,75.8,1.4,3.4,4.8,2.1,1.1,0.7,0.8,12.9,2021-22
147.0,Amir Coffey,LAC,69.0,22.7,9.0,3.1,6.8,45.3,1.4,3.7,37.8,1.5,1.7,86.3,0.4,2.5,2.9,1.8,0.6,0.2,0.7,9.8,2021-22
148.0,Moritz Wagner,ORL,63.0,15.2,9.0,3.1,6.3,49.7,1.0,3.2,32.8,1.7,2.0,80.6,0.7,3.0,3.7,1.4,0.3,0.2,0.9,10.1,2021-22
149.0,Chimezie Metu,SAC,60.0,21.3,8.9,3.4,7.5,45.2,1.0,3.1,30.6,1.2,1.5,78.0,0.6,5.0,5.6,1.0,0.9,0.5,1.0,11.4,2021-22
150.0,Bryn Forbes,DEN,75.0,17.1,8.8,3.1,7.2,42.9,1.6,3.9,41.4,1.1,1.2,90.8,0.1,1.1,1.2,1.0,0.3,0.1,0.7,6.5,2021-22
151.0,Ayo Dosunmu,CHI,77.0,27.4,8.8,3.6,6.9,52.0,0.9,2.4,37.6,0.7,1.0,67.9,0.4,2.4,2.8,3.3,0.8,0.4,1.4,11.0,2021-22
152.0,KJ Martin,HOU,79.0,21.0,8.8,3.5,6.6,53.3,0.8,2.1,35.7,1.0,1.6,63.4,1.0,2.7,3.8,1.3,0.4,0.5,0.8,10.4,2021-22
153.0,Isaac Okoro,CLE,67.0,29.6,8.8,3.1,6.4,48.0,0.8,2.3,35.0,1.8,2.3,76.8,1.1,1.9,3.0,1.8,0.8,0.3,0.9,10.0,2021-22
154.0,Dwight Powell,DAL,82.0,21.9,8.7,3.3,4.9,67.1,0.2,0.5,35.1,2.0,2.6,78.3,2.1,2.8,4.9,1.2,0.5,0.5,0.8,12.8,2021-22
155.0,Gabe Vincent,MIA,68.0,23.4,8.7,3.1,7.5,41.7,1.8,4.8,36.8,0.6,0.8,81.5,0.3,1.5,1.9,3.1,0.9,0.2,1.4,8.7,2021-22
156.0,Tyus Jones,MEM,73.0,21.2,8.7,3.4,7.6,45.1,1.1,2.8,39.0,0.7,0.9,81.8,0.2,2.2,2.4,4.4,0.9,0.0,0.6,11.5,2021-22
157.0,Chuma Okeke,ORL,70.0,25.0,8.6,3.1,8.2,37.6,1.7,5.3,31.8,0.8,0.9,84.6,0.7,4.3,5.0,1.7,1.4,0.6,0.8,11.2,2021-22
158.0,Reggie Bullock Jr.,DAL,68.0,28.0,8.6,3.0,7.4,40.1,2.1,5.8,36.0,0.6,0.7,83.3,0.5,3.1,3.5,1.2,0.6,0.2,0.6,9.0,2021-22
159.0,Cam Thomas,BKN,67.0,17.6,8.5,3.3,7.5,43.3,0.7,2.6,27.0,1.3,1.6,82.9,0.2,2.2,2.4,1.2,0.5,0.1,0.8,7.3,2021-22
160.0,Robert Covington,LAC,71.0,27.3,8.5,2.9,7.0,42.0,1.8,4.8,37.8,0.8,1.0,84.1,0.8,4.7,5.5,1.3,1.5,1.3,1.1,12.8,2021-22
161.0,Jaylen Nowell,MIN,62.0,15.7,8.5,3.2,6.7,47.5,1.0,2.6,39.4,1.2,1.5,78.3,0.4,1.6,2.0,2.1,0.4,0.2,0.6,8.8,2021-22
162.0,Mitchell Robinson,NYK,72.0,25.7,8.5,3.6,4.8,76.1,0.0,0.0,0.0,1.2,2.5,48.6,4.1,4.5,8.6,0.5,0.8,1.8,0.8,17.0,2021-22
163.0,Deni Avdija,WAS,82.0,24.2,8.4,3.0,7.1,43.2,1.0,3.2,31.7,1.3,1.7,75.7,0.6,4.5,5.2,2.0,0.7,0.5,1.1,11.4,2021-22
164.0,Nicolas Batum,LAC,59.0,24.8,8.3,3.0,6.6,46.3,1.8,4.6,40.0,0.4,0.6,65.8,0.5,3.8,4.3,1.7,1.0,0.7,0.7,11.6,2021-22
165.0,Landry Shamet,PHX,69.0,20.8,8.3,2.8,7.0,39.4,1.8,4.8,36.8,1.0,1.2,84.0,0.2,1.6,1.8,1.6,0.4,0.1,0.6,7.2,2021-22
166.0,Isaiah Stewart,DET,71.0,25.6,8.3,3.5,6.9,51.0,0.2,0.6,32.6,1.0,1.5,71.8,3.2,5.5,8.7,1.2,0.3,1.1,1.2,14.6,2021-22
167.0,Isaiah Hartenstein,LAC,68.0,17.9,8.3,3.4,5.4,62.6,0.2,0.4,46.7,1.3,1.9,68.9,1.7,3.2,4.9,2.4,0.7,1.1,1.2,13.5,2021-22
168.0,Naz Reid,MIN,77.0,15.8,8.3,3.0,6.2,48.9,0.7,2.2,34.3,1.5,1.9,76.5,1.3,2.6,3.9,0.9,0.5,0.9,1.1,9.9,2021-22
169.0,Corey Kispert,WAS,77.0,23.4,8.2,3.0,6.7,45.5,1.5,4.2,35.0,0.7,0.8,87.1,0.7,2.0,2.7,1.1,0.5,0.3,0.6,8.4,2021-22
170.0,Hassan Whiteside,UTA,65.0,17.9,8.2,3.3,5.1,65.2,0.0,0.0,0.0,1.6,2.6,62.3,2.6,5.0,7.6,0.4,0.3,1.6,0.8,14.6,2021-22
171.0,Otto Porter Jr.,GSW,63.0,22.2,8.2,3.1,6.6,46.4,1.3,3.4,37.0,0.8,1.0,80.3,1.4,4.4,5.7,1.5,1.1,0.5,0.6,12.6,2021-22
